010010,,01,01,23.2
010010,,01,02,18.7
010010,,01,03,14.2
010010,,01,04,14.8
010010,,01,05,14.9
010010,,01,06,26.4
010010,,01,07,22.5
010010,,01,08,15.0
010010,,01,09,17.6
010010,,01,10,17.6
010010,,01,11,15.8
010010,,01,12,12.6
010010,,01,13,15.1
010010,,01,14,17.8
010010,,01,15,14.7
010010,,01,16,16.1
010010,,01,17,14.3
010010,,01,18,13.5
010010,,01,19,17.2
010010,,01,20,16.5
010010,,01,21,20.8
010010,,01,22,12.9
010010,,01,23,14.8
010010,,01,24,21.0
010010,,01,25,21.4
010010,,01,26,30.0
010010,,01,27,32.0
010010,,01,28,31.1
010010,,01,29,25.5
010010,,01,30,28.8
010010,,01,31,34.2
010010,,02,01,30.0
010010,,02,02,32.7
010010,,02,03,32.0
010010,,02,04,32.2
010010,,02,05,33.6
010010,,02,06,24.4
010010,,02,07,30.9
010010,,02,08,27.7
010010,,02,09,26.8
010010,,02,10,23.0
010010,,02,11,16.5
010010,,02,12,9.3
010010,,02,13,13.6
010010,,02,14,14.2
010010,,02,15,5.4
010010,,02,16,30.0
010010,,02,17,33.8
010010,,02,18,27.0
010010,,02,19,30.7
010010,,02,20,31.8
010010,,02,21,28.2
010010,,02,22,27.5
010010,,02,23,25.9
010010,,02,24,27.3
010010,,02,25,35.2
010010,,02,26,32.0
010010,,02,27,15.4
010010,,02,28,14.7
010010,,03,01,16.2
010010,,03,02,19.6
010010,,03,03,22.3
010010,,03,04,23.7
010010,,03,05,16.6
010010,,03,06,15.3
010010,,03,07,20.1
010010,,03,08,20.1
010010,,03,09,20.3
010010,,03,10,22.5
010010,,03,11,32.0
010010,,03,12,35.8
010010,,03,14,28.1
010010,,03,15,12.4
010010,,03,16,31.3
010010,,03,17,33.1
010010,,03,18,13.2
010010,,03,19,27.5
010010,,03,20,36.3
010010,,03,21,33.8
010010,,03,22,32.2
010010,,03,23,16.0
010010,,03,24,14.9
010010,,03,25,15.3
010010,,03,26,12.9
010010,,03,27,14.3
010010,,03,28,8.9
010010,,03,29,21.2
010010,,03,30,10.4
010010,,03,31,2.1
010010,,04,01,16.9
010010,,04,02,21.6
010010,,04,03,28.4
010010,,04,04,28.8
010010,,04,05,16.9
010010,,04,06,10.6
010010,,04,07,14.2
010010,,04,08,17.1
010010,,04,09,14.9
010010,,04,10,14.0
010010,,04,11,17.1
010010,,04,12,23.9
010010,,04,13,17.8
010010,,04,14,18.9
010010,,04,15,13.8
010010,,04,16,23.0
010010,,04,17,29.1
010010,,04,18,34.7
010010,,04,19,34.5
010010,,04,20,34.0
010010,,04,21,35.1
010010,,04,22,32.5
010010,,04,23,33.6
010010,,04,24,27.3
010010,,04,25,30.7
010010,,04,26,21.0
010010,,04,27,16.5
010010,,04,28,16.2
010010,,04,29,22.3
010010,,04,30,29.3
010010,,05,01,28.2
010010,,05,02,23.7
010010,,05,03,27.5
010010,,05,04,28.2
010010,,05,05,31.8
010010,,05,06,35.6
010010,,05,07,30.7
010010,,05,08,29.1
010010,,05,09,27.5
010010,,05,10,27.4
010010,,05,11,23.4
010010,,05,12,20.9
010010,,05,13,24.6
010010,,05,14,26.1
010010,,05,15,28.8
010010,,05,16,32.5
010010,,05,17,35.2
